"city","yrs_on_list","industry","url","state_s","revenue","state_l","metro","rank","company","growth","id","workers"
"Provo","1","IT Services","pccaresupport","UT","2364977","Utah","Provo-Orem, UT","224","PcCareSupport","2001.4546","24646","59"
"Kirkland","1","IT Services","altasource-group","WA","7116722","Washington","Seattle","225","AltaSource Group","1996.6068","25571","42"
"Cranford","1","IT Services","vdx","NJ","8910000","New Jersey","New York City","226","VDX","1996.4706","26014","74"
"Charlotte","1","Software","cloudbilt","NC","4074453","North Carolina","Charlotte","227","Cloudbilt","1994.6083","25086","30"
"Chevy Chase","1","IT Services","strategi-consulting","MD","3475505","Maryland","Washington, DC","228","Strategi Consulting","1994.359","25133","14"
"Houston","1","Manufacturing","ppt-fiberglass","TX","2500000","Texas","Houston","229","PPT Fiberglass","1983.3333","24786","3"
"Wilmington","1","IT Services","x5-networks","DE","2114664","Delaware","Philadelphia","230","X5 Networks","1970.7638","25449","4"
"Fairfax","1","Government Services","pathoras","VA","9306999","Virginia","Washington, DC","231","Pathoras","1960.201","25944","74"
"Arlington","1","Telecommunications","american-wireless","VA","42522345","Virginia","Washington, DC","232","American Wireless","1957.7655","26405","11"
"Boulder","1","Software","sendgrid","CO","28906069","Colorado","Boulder, CO","233","SendGrid","1944.7493","25112","174"
"Twinsburg","1","Real Estate","laudan-properties","OH","10107299","Ohio","Akron, OH","234","Laudan Properties","1938.44","25091","28"
"Philadelphia","1","Real Estate","streamline-solutions","PA","7955530","Pennsylvania","Philadelphia","235","Streamline Solutions","1926.8608","25862","20"
"Long Island City","1","Retail","eau-de-luxe","NY","2540031","New York","New York City","236","Eau De Luxe","1926.8199","26201","7"
"San Francisco","1","Media","levitate-media","CA","2094293","California","San Francisco","237","Levitate Media","1923.3738","26109","16"
"Rochester","1","IT Services","avani-technology-solutions","NY","7333811","New York","Rochester, NY","238","Avani Technology Solutions","1915.7856","25447","80"
"Atlanta","1","IT Services","expert-technical-solutions","GA","3493139","Georgia","Atlanta","239","Expert Technical Solutions","1908.1744","25891","19"
"Foster City","1","Energy","motiv-power-systems","CA","2681071","California","San Francisco","240","Motiv Power Systems","1900.4708","25334","25"
"Great Neck","1","Retail","allurez","NY","3681934","New York","New York City","241","Allurez","1895.0226","25276","10"
"Herndon","1","IT Services","logical-paradigm","VA","7642008","Virginia","Washington, DC","242","Logical Paradigm","1892.7737","25999","125"
"San Francisco","1","Advertising & Marketing","liverail","CA","72731000","California","San Francisco","243","LiveRail","1892.6301","25001","125"
"Bend","1","Consumer Products & Services","hydro-flask","OR","12684307","Oregon","Prineville, OR","244","Hydro Flask","1890.4539","25218","24"
"Beaverton","2","Software","act-on-software","OR","19378839","Oregon","Portland, OR","245","Act-On Software","1879.873","23012","250"
"Birmingham","1","Real Estate","spartan-value-investors","AL","3370905","Alabama","Birmingham-Hoover, AL","246","Spartan Value Investors","1865.5423","25652","3"
"Cardiff","1","Software","greenrope","CA","2129330","California","San Diego","247","GreenRope","1858.9052","26122","16"
"San Francisco","1","Financial Services","lending-club","CA","98002000","California","San Francisco","248","Lending Club","1854.1775","25329","385"
"Mountain View","1","Health","drchrono","CA","2863000","California","San Jose","249","DrChrono","1834.0544","26151","24"
"Sausalito","1","Business Products & Services","capstone-sausalito-ca","CA","13719024","California","San Francisco","250","Capstone (Sausalito, CA)","1832.2052","25612","75"
"Monterey","1","Food & Beverage","alcohol-by-volume","CA","4492939","California","Salinas, CA","251","Alcohol by Volume","1822.9191","26108","4"
"New York","1","Consumer Products & Services","hbloom","NY","7209607","New York","New York City","252","H.Bloom","1817.2651","26217","54"
"San Diego","1","Software","tealium","CA","12462000","California","San Diego","253","Tealium","1808.4227","26409","150"
"Lehi","1","Advertising & Marketing","boostability","UT","22344907","Utah","Provo-Orem, UT","254","Boostability","1806.2091","25743","360"
"New York","1","Advertising & Marketing","solve-media","NY","13031655","New York","New York City","255","Solve Media","1798.0949","25558","42"
"Arlington","1","Business Products & Services","heartland-energy-partners","VA","2117648","Virginia","Washington, DC","256","Heartland Energy Partners","1797.1091","24869","22"
"Addison","2","Energy","bridger","TX","3487872233","Texas","Dallas","257","Bridger","1792.1589","22893","105"
"Altamonte Springs","1","Consumer Products & Services","jeunesse-global","FL","224009679","Florida","Orlando, FL","258","Jeunesse Global","1787.997","26431","200"
"Boca Raton","2","Software","touchsuite","FL","19209927","Florida","Miami","259","Touchsuite","1769.7794","22965","52"
"Needham","2","Advertising & Marketing","acceleration-partners","MA","8711828","Massachusetts","Boston","260","Acceleration Partners","1768.0759","23141","29"
"Santa Rosa","1","Construction","moore-heating-air-conditioning","CA","3124754","California","Santa Rosa-Petaluma, CA","261","Moore Heating & Air Conditioning","1757.6285","26286","22"
"New York","2","Advertising & Marketing","optimatic-media","NY","34313968","New York","New York City","262","Optimatic Media","1753.3284","23427","16"
"Houston","1","Engineering","epi-engineering","TX","2005777","Texas","Houston","263","EPI Engineering","1750.9113","25991","15"
"Lindon","1","Consumer Products & Services","simplicity-laser","UT","4995074","Utah","Provo-Orem, UT","264","Simplicity Laser","1743.2007","25319","100"
"Miami","3","Financial Services","cinium-financial-services","FL","4442684","Florida","Miami","265","Cinium Financial Services","1742.3365","21161","15"
"Van Nuys","2","Health","tnh-advanced-specialty-pharmacy","CA","101455802","California","Los Angeles","266","TNH Advanced Specialty Pharmacy","1734.4746","23017","70"
"Louisville","1","Consumer Products & Services","human-movement-management","CO","9054816","Colorado","Boulder, CO","267","Human Movement Management","1724.3576","25674","142"
"Bridgeport","1","Government Services","allegheny-science-technology","WV","7023359","West Virginia",,"268","Allegheny Science & Technology","1723.2877","25622","47"
"Lincoln","2","Software","hudl","NE","22326800","Nebraska","Lincoln, NE","269","Hudl","1707.5863","22994","110"
"Menlo Park","1","Software","guidespark","CA","4058000","California","San Francisco","270","GuideSpark","1703.5556","25092","69"
"Columbia","1","IT Services","optimus-technology","MD","2086383","Maryland","Baltimore","271","Optimus Technology","1701.5569","25160","25"
"Las Vegas","1","Travel & Hospitality","luxe-royale","NV","2265115","Nevada","Las Vegas-Paradise, NV","272","Luxe Royale","1696.071","26438","22"
"South Barrington","1","Telecommunications","solucomp","IL","2213172","Illinois","Chicago","273","SoluComp","1694.0032","24928","8"
"Royal Oak","1","Logistics & Transportation","rpm-freight-systems","MI","4647952","Michigan","Detroit","274","RPM Freight Systems","1683.3663","24922","15"
"Carlsbad","1","Media","motivational-press","CA","2343000","California","San Diego","275","Motivational Press","1675","25684","24"
"New York","1","Advertising & Marketing","accordant-media","NY","27119347","New York","New York City","276","Accordant Media","1663.0114","25951","41"
"Hoboken","2","Advertising & Marketing","iquanti","NJ","5001355","New Jersey","New York City","277","iQuanti","1654.4182","23059","100"
"Long Island City","1","Food & Beverage","bareburger","NY","31150000","New York","New York City","278","Bareburger","1652.3627","26075","268"
"Leavenworth","2","Government Services","bma","KS","14580032","Kansas","Kansas City, MO-KS","279","BMA","1651.8539","22972","74"
"Twinsburg","2","Health","covermymeds","OH","18691673","Ohio","Akron, OH","280","CoverMyMeds","1647.939","22959","73"
"Brentwood","1","IT Services","entrada","TN","5780975","Tennessee","Nashville","281","Entrada","1627.8717","26283","40"
"Lewis Center","3","Logistics & Transportation","mes","OH","20354071","Ohio","Columbus, OH","282","MES","1620.9718","21743","14"
"Las Vegas","1","Advertising & Marketing","freerateupdatecom","NV","8168477","Nevada","Las Vegas-Paradise, NV","283","FreeRateUpdate.com","1612.0096","25636","20"
"Houston","1","Construction","southern-green-builders","TX","4166116","Texas","Houston","284","Southern Green Builders","1610.4108","25725","7"
"Tulsa","1","Engineering","excellence-engineering","OK","5226000","Oklahoma","Tulsa, OK","285","Excellence Engineering","1603.5675","26381","28"
"Arlington","1","Software","fonteva","VA","2876083","Virginia","Washington, DC","286","Fonteva","1599.7825","25417","29"
"Loveland","2","Advertising & Marketing","madwire","CO","13325850","Colorado","Fort Collins-Loveland, CO","287","Madwire","1593.0873","22925","147"
"Miami Beach","1","Travel & Hospitality","whet-travel","FL","6397449","Florida","Miami","288","Whet Travel","1579.9141","26191","10"
"Hillsboro","1","Software","zapproved","OR","2378081","Oregon","Portland, OR","289","Zapproved","1566.5949","26234","27"
"Bradenton","4","Consumer Products & Services","it-works","FL","456296000","Florida","Sarasota-Bradenton-Venice, FL","290","It Works!","1565.3208","19653","77"
"Nashville","1","Health","inquicker","TN","5198298","Tennessee","Nashville","291","InQuicker","1564.3714","25262","27"
"New York","2","Advertising & Marketing","upsurge-media-group","NY","5577000","New York","New York City","292","UpSurge Media Group","1560.1278","23511","5"
"Burnsville","1","Financial Services","united-credit-consultants","MN","2038446","Minnesota","Minneapolis","293","United Credit Consultants","1555.6041","25098","23"
"Scottsdale","1","IT Services","trapp","AZ","2041099","Arizona","Phoenix","294","Trapp","1554.1583","25163","19"
"Miami","2","IT Services","vsi-nearshore-outsourcing","FL","3197550","Florida","Miami","295","VSI Nearshore Outsourcing","1551.0642","24001","157"
"Henderson","1","Telecommunications","acquisitionsandrenewalscom","NV","4628284","Nevada","Las Vegas-Paradise, NV","296","AcquisitionsAndRenewals.com","1548.8424","26314","2"
"Hattiesburg","2","Manufacturing","bio-soil-enhancers","MS","7811162","Mississippi",,"297","Bio Soil Enhancers","1538.9036","22947","19"
"Boston","1","Software","cogito","MA","2524930","Massachusetts","Boston","298","Cogito","1528.9871","26256","23"
"Pompano Beach","1","Advertising & Marketing","morriscore","FL","2064653","Florida","Miami","299","MorrisCore","1520.2761","26250","35"
"New York","1","Business Products & Services","noi-solutions","NY","22833994","New York","New York City","300","Noi Solutions","1519.4793","24920","7"
"Oxnard","1","Food & Beverage","kevita-sparkling-probiotic-drinks","CA","11168000","California","Oxnard-Thousand Oaks-Ventura, CA","301","KeVita Sparkling Probiotic Drinks","1518.5507","25993","32"
"San Diego","1","Manufacturing","hovercam","CA","4760241","California","San Diego","302","HoverCam","1517.0231","25740","12"
"Dallas","3","Manufacturing","apex-resources","TX","25450095","Texas","Dallas","303","Apex Resources","1515.4893","21205","10"
"New York","1","Software","sitecompli","NY","5126072","New York","New York City","304","SiteCompli","1512.312","25708","25"
"Duluth","3","Software","clearleap","GA","9819000","Georgia","Atlanta","305","Clearleap","1509.6721","21597","80"
"Rockville","2","Human Resources","startfinder","MD","3251000","Maryland","Washington, DC","306","StartFinder","1509.4059","22988","15"
"Alexandria","2","Government Services","longview-international-technology-solutions","VA","128269211","Virginia","Washington, DC","307","LongView International Technology Solutions","1505.6112","21314","703"
"San Diego","1","IT Services","softhq","CA","16058111","California","San Diego","308","Softhq","1496.7527","25239","188"
"Miami","1","Advertising & Marketing","everymundo","FL","2454423","Florida","Miami","309","EveryMundo","1495.2936","25732","24"
"Alpharetta","1","Consumer Products & Services","coolminiornot","GA","6156000","Georgia","Atlanta","310","CoolMiniOrNot","1494.8187","25750","20"
"Lake Oswego","1","Advertising & Marketing","logical-position","OR","3537094","Oregon","Portland, OR","311","Logical Position","1486.2973","26170","62"
"Rocky River","1","Software","ldr-interactive","OH","3364599","Ohio","Cleveland","312","LDR Interactive","1485.7884","25162","14"
"Spokane","1","Retail","etailz","WA","27001000","Washington","Spokane, WA","313","etailz","1484.855","24748","74"
"Norwalk","3","Security","datto","CT","48927000","Connecticut","Bridgeport-Stamford-Norwalk, CT","314","Datto","1481.8623","21000","245"
"Valencia","1","IT Services","motek-technologies","CA","2185028","California","Los Angeles","315","MoTek Technologies","1475.4762","26404","15"
